,label,youtube_id,time_start,time_end,split
33066,breaking boards,2jj3WDMQuuE,19,29,train
33067,breaking boards,ObYZqyRCV5M,0,10,train
33068,breaking boards,3bLtIWzb2Jk,0,10,train
33069,breaking boards,HAyPhgeVlo4,0,10,train
33070,breaking boards,pFmJP-XEfzQ,62,72,train
33071,breaking boards,LFvN626nTDU,6,16,train
33072,breaking boards,P6BP-FbSPJQ,12,22,train
33073,breaking boards,q8Z3MLHkx_M,34,44,train
33074,breaking boards,cGyh0BzRdrs,14,24,train
33076,breaking boards,VaYHQfvzwTY,0,10,train
33077,breaking boards,sDBVVkTZuuk,0,10,train
33078,breaking boards,rRgpQgPY6jo,13,23,train
33079,breaking boards,qZk2zUagWoc,7,17,train
33080,breaking boards,U1j6qglXQ7U,56,66,train
33081,breaking boards,YA4ui_61ZCs,0,10,train
33082,breaking boards,1h_S6NmbQ2A,0,10,train
33083,breaking boards,iaXQqFHgQ8Y,0,10,train
33084,breaking boards,p6aprXeg2DY,6,16,train
33085,breaking boards,0mJJsjdnRto,9,19,train
33087,breaking boards,oGKpIp9miHU,96,106,train
33088,breaking boards,mb0yqWuKHFU,26,36,train
33089,breaking boards,aiQjN-3_Rjk,0,10,train
33090,breaking boards,cag7-_OypFs,0,10,train
33091,breaking boards,I5tcPfCTaxI,0,10,train
33092,breaking boards,t575IqV7YOs,9,19,train
33093,breaking boards,FILt2Q1CCuE,0,10,train
33094,breaking boards,7CGFXc2Z2SM,4,14,train
33095,breaking boards,4eFjQf1Ur_I,45,55,train
33096,breaking boards,6rkw73_qC90,0,10,train
33097,breaking boards,5deaCrnOQus,2,12,train
33098,breaking boards,W59msuBdD8o,12,22,train
33099,breaking boards,ihh_PVdTgrA,38,48,train
33100,breaking boards,cEUsfiftIHU,11,21,train
33101,breaking boards,vjes469Wn48,6,16,train
33102,breaking boards,z0UXxUsdpcE,0,10,train
33103,breaking boards,8jg-EejN7YU,23,33,train
33104,breaking boards,4ekjyUO2jLY,28,38,train
33105,breaking boards,-8hHncop5v0,7,17,train
33106,breaking boards,6VHux5FQo1Y,27,37,train
33107,breaking boards,j0lgw5GIL14,30,40,train
33108,breaking boards,THeH8c9AvlE,21,31,train
33109,breaking boards,gAhsGtyO9r8,73,83,train
33110,breaking boards,hwwozhL26jM,5,15,train
33111,breaking boards,VavJNC-y1T0,15,25,train
33113,breaking boards,SFw3jepNJcE,19,29,train
33114,breaking boards,CHa5sKteSwY,11,21,train
33115,breaking boards,nBmpa5D9frE,2,12,train
33116,breaking boards,adO1nLAetQc,0,10,train
33117,breaking boards,vfdwBPsbqgU,18,28,train
33118,breaking boards,7qeQlg7EwEg,17,27,train
33119,breaking boards,lCiX7qmh_m8,1,11,train
33120,breaking boards,224qZP3Ggd0,10,20,train
33121,breaking boards,o0iJ5Jc-U3c,0,10,train
33122,breaking boards,bagFL_ZhoUs,25,35,train
33123,breaking boards,-QSkftd0lc0,31,41,train
33124,breaking boards,51zHBnu1KXk,9,19,train
33126,breaking boards,YHPU1vJiIPA,124,134,train
33127,breaking boards,aakGIe7oxY8,0,10,train
33128,breaking boards,1iSKeCs54D0,9,19,train
33129,breaking boards,d32Hv31n12U,0,10,train
33130,breaking boards,ND59Gmi9MGE,0,10,train
33131,breaking boards,viPFZd5-qUw,0,10,train
33132,breaking boards,F6lPSf1Savc,43,53,train
33133,breaking boards,3lcCgKM4Mr8,46,56,train
33134,breaking boards,2apUTs6G-So,6,16,train
33135,breaking boards,1iFXVzm6cSk,23,33,train
33136,breaking boards,Pbzml7uG8pw,2,12,train
33137,breaking boards,J8KThYXJc6g,5,15,train
33138,breaking boards,kBqEIzF_3Xk,24,34,train
33139,breaking boards,eA1paJnLiSs,11,21,train
33140,breaking boards,8ki-_lpRiVw,43,53,train
33141,breaking boards,neqcVUFkTko,26,36,train
33142,breaking boards,M410uW9F8Ac,0,10,train
33143,breaking boards,pHagkrvccWs,0,10,train
33145,breaking boards,Ubxn8tsP3uI,0,10,train
33146,breaking boards,0Te9ggpk6dU,0,10,train
33147,breaking boards,7UVBwM7Bgy4,14,24,train
33148,breaking boards,xeIOI-3dN30,36,46,train
33149,breaking boards,waJqM35FD3M,140,150,train
33150,breaking boards,K5nz0TZxEU8,8,18,train
33151,breaking boards,TbWTIyOwJvs,3,13,train
33152,breaking boards,8dPzCWV6lMU,2,12,train
33153,breaking boards,NBHUwxz1_j0,13,23,train
33155,breaking boards,S51Q8l31K_k,3,13,train
33156,breaking boards,u89aFaya-IM,30,40,train
33157,breaking boards,SdEt3K-e3x0,0,10,train
33158,breaking boards,L4kkvS8EL28,3,13,train
33159,breaking boards,1jEZ9GewxNo,0,10,train
33160,breaking boards,xB3UJHZcia0,1,11,train
33161,breaking boards,s-2s7zWW9QY,7,17,train
33162,breaking boards,f7U2gMOa00M,0,10,train
33163,breaking boards,2aujugqPrv4,16,26,train
33164,breaking boards,1X-H_v1tlxc,13,23,train
33165,breaking boards,i6K8CHuNepk,10,20,train
33166,breaking boards,v5vB1DPEIU4,0,10,train
33167,breaking boards,JKqoU7_lC6s,1,11,train
33168,breaking boards,l1dFgXraaRY,3,13,train
33169,breaking boards,lfp_o59CEgo,31,41,train
33170,breaking boards,4dkcume4Bn4,0,10,train
33171,breaking boards,tdGLWB2l-ZQ,7,17,train
33172,breaking boards,4Nn2QxjYQcU,0,10,train
33173,breaking boards,34lGjJueMig,4,14,train
33174,breaking boards,c4grcwCCJKg,18,28,train
33175,breaking boards,71OUOkBBIeM,11,21,train
33176,breaking boards,6QkHt8IMmN0,12,22,train
33177,breaking boards,kVdrv8RM2SE,11,21,train
33178,breaking boards,Y5WOAoatH4g,9,19,train
33180,breaking boards,XZkWF6UHx_w,0,10,train
33181,breaking boards,xB5UNyBpX6g,0,10,train
33182,breaking boards,HEgZZIgwc-4,0,10,train
33183,breaking boards,RcKRv2qFVHM,0,10,train
33184,breaking boards,kBW8jxknNVg,0,10,train
33185,breaking boards,0BreBSoBR6E,0,10,train
33186,breaking boards,5OEzNwOmGQU,1,11,train
33187,breaking boards,Db_bSlNejyA,78,88,train
33188,breaking boards,N6ygzYE-wZc,8,18,train
33190,breaking boards,7ctAL1LMUsc,9,19,train
33191,breaking boards,0QsQPN9h6U4,0,10,train
33192,breaking boards,vCs7QpQBwB8,0,10,train
33193,breaking boards,3IRnu5oMW6Q,11,21,train
33194,breaking boards,_mvm-9CjMTI,0,10,train
33195,breaking boards,ZB1j74JNGi8,4,14,train
33196,breaking boards,pBUMKlA74A4,57,67,train
33197,breaking boards,m4MgRyV_4VQ,0,10,train
33198,breaking boards,iHfFylitnWQ,14,24,train
33199,breaking boards,2a_6_ruAUA4,33,43,train
33200,breaking boards,S53Zqeb9spc,0,10,train
33201,breaking boards,1H1q8tpI6oc,12,22,train
33203,breaking boards,LDZprYGrArk,1,11,train
33204,breaking boards,_peGcEZpUTo,0,10,train
33205,breaking boards,hcDETeg73XA,51,61,train
33206,breaking boards,0fFOqbBZjp8,0,10,train
33207,breaking boards,8jbzclpba78,43,53,train
33208,breaking boards,DdMZ4pGmiO8,26,36,train
33209,breaking boards,4GI5gLqEA9I,11,21,train
33210,breaking boards,c-AzyPcBVhg,14,24,train
33211,breaking boards,4Al40XF-VoE,8,18,train
33212,breaking boards,yd16pzU3vy0,33,43,train
33213,breaking boards,i7p4AVdVFLQ,0,10,train
33214,breaking boards,rH1KCdbpCE8,91,101,train
33215,breaking boards,oDEwdvUkPNo,9,19,train
33216,breaking boards,eb-rIETQUYo,193,203,train
33217,breaking boards,9HbxEXTQ760,1,11,train
33218,breaking boards,wFJLPUgrNug,142,152,train
33219,breaking boards,nbSNiKXBxOE,7,17,train
33220,breaking boards,P2bz2fCFjJs,0,10,train
33221,breaking boards,8AlqOq4XU5U,0,10,train
33222,breaking boards,8E8WQBWkOQM,0,10,train
33223,breaking boards,u0X7dwMYoz0,18,28,train
33224,breaking boards,NfmMlWUxaCw,0,10,train
33225,breaking boards,-axVaX-kNrk,0,10,train
33226,breaking boards,l9irG3y3aGU,13,23,train
33228,breaking boards,taS9SnOPvME,0,10,train
33229,breaking boards,4MwUjLCY-ok,7,17,train
33230,breaking boards,Cai5urhAlZQ,77,87,train
33231,breaking boards,6k_zpvBDBqU,16,26,train
33232,breaking boards,l68ELN5LQf4,70,80,train
33233,breaking boards,1fZVy_51Vyk,0,10,train
33234,breaking boards,P7iBSIyC1Mg,0,10,train
33235,breaking boards,72XaGd1uOfo,15,25,train
33237,breaking boards,59_RtCEhIvk,80,90,train
33239,breaking boards,BLU6T6gcU4E,24,34,train
33240,breaking boards,7MDsE3QsfVQ,8,18,train
33241,breaking boards,t0hQiL7ePh0,6,16,train
33243,breaking boards,EE12-4o92jo,9,19,train
33244,breaking boards,Oy1SmpjjfnY,5,15,train
33245,breaking boards,Ace2IMoV2rI,0,10,train
33246,breaking boards,75d7Xnk6U3A,0,10,train
33247,breaking boards,_cvFwmsqHew,105,115,train
33248,breaking boards,yIDMXod0XT0,10,20,train
33249,breaking boards,Md2OC3ctg5Y,5,15,train
33250,breaking boards,95Ab4Qp3xsE,10,20,train
33251,breaking boards,-codD7v4tbY,26,36,train
33252,breaking boards,itSM56kMQrU,1,11,train
33253,breaking boards,yHM72nTiDz0,1,11,train
33254,breaking boards,L3f5j5HsSCI,17,27,train
33255,breaking boards,3V642Ut5IEo,0,10,train
33257,breaking boards,s69gopk3B7Q,0,10,train
33258,breaking boards,b3tvkDBFo8o,6,16,train
33259,breaking boards,1UII9XXRcFU,0,10,train
33260,breaking boards,H2cAeZteY60,18,28,train
33262,breaking boards,je2qfKb7kMI,41,51,train
33263,breaking boards,OaxlYEZtrjc,14,24,train
33264,breaking boards,Hcx4PRSkkkg,1,11,train
33265,breaking boards,94wWVFtsu5I,16,26,train
33266,breaking boards,s3ojhC1V03c,0,10,train
33267,breaking boards,JHpsCWNeWd0,22,32,train
33268,breaking boards,_UcKSYCQipY,6,16,train
33269,breaking boards,-487Af6pA9s,6,16,train
33270,breaking boards,e9pmWJxPeqY,4,14,train
33271,breaking boards,N2E7IuKj-yE,217,227,train
33272,breaking boards,pHpMXp6ty7U,0,10,train
33273,breaking boards,rbzrLTdrnpI,8,18,train
33274,breaking boards,beZGICxK0jo,14,24,train
33275,breaking boards,i-yqT6k24j4,0,10,train
33276,breaking boards,u7AiXpOlYsY,12,22,train
33277,breaking boards,Y-523tI9DLY,0,10,train
33278,breaking boards,t0lnB2YIvdQ,0,10,train
33279,breaking boards,5FIGK7vLHKY,13,23,train
33280,breaking boards,k-v6lHbwuZ0,9,19,train
33281,breaking boards,-N5H4SoHdBA,14,24,train
33282,breaking boards,H2KPQWJAQog,0,10,train
33283,breaking boards,W5nbP2Lp8x0,0,10,train
33284,breaking boards,TGJT0Z4HxOM,32,42,train
33285,breaking boards,wAg2AS8qvL4,0,10,train
33286,breaking boards,f53iM4eczF8,4,14,train
33287,breaking boards,ZFQ03d7ogq8,53,63,train
33288,breaking boards,IiNXKI-OuDc,4,14,train
33290,breaking boards,fawz-QkOjjY,0,10,train
33291,breaking boards,FBKJx94HdGI,3,13,train
33292,breaking boards,3jXJiv8HC40,14,24,train
33293,breaking boards,BWnQhJEsaW4,65,75,train
33294,breaking boards,3-1VXGaGxjg,15,25,train
33295,breaking boards,YAkXTazMV1A,17,27,train
33296,breaking boards,YbrMt0q8Lyg,17,27,train
33297,breaking boards,F1AiW_EoXEE,20,30,train
33298,breaking boards,43ZeQtkfBe4,13,23,train
33299,breaking boards,6iCHid_90Kc,2,12,train
33300,breaking boards,rDijy36n-Nw,48,58,train
33301,breaking boards,4KrNlQz7JvA,7,17,train
33302,breaking boards,aGx82y8rAUk,351,361,train
33303,breaking boards,xAMOYRxCxjA,0,10,train
33304,breaking boards,Jenw3T5yrzc,8,18,train
33305,breaking boards,p1pHZFHvVb4,0,10,train
33306,breaking boards,Z80KdZ5uDTs,6,16,train
33307,breaking boards,OawWwhGqKDo,5,15,train
33308,breaking boards,_gia94XP-jg,0,10,train
33309,breaking boards,6baHdbvpZiE,49,59,train
33310,breaking boards,y4hdZ8CKEjk,0,10,train
33311,breaking boards,DnHxUaR-eCk,61,71,train
33312,breaking boards,S8M5T-KVe5s,44,54,train
33313,breaking boards,dhjhZqcRgZ4,20,30,train
33314,breaking boards,r5d8mvxIgg4,0,10,train
33315,breaking boards,1W0V9z6qBo0,15,25,train
33316,breaking boards,HLu4jclS7UE,0,10,train
33317,breaking boards,E5lYaqnKYcc,38,48,train
33318,breaking boards,M1EO2xZrTf0,7,17,train
33319,breaking boards,D9oWDjJ4Bew,1,11,train
33320,breaking boards,GCSrl9Th-zg,0,10,train
33321,breaking boards,GBR_xMNDGwY,0,10,train
33322,breaking boards,x43MyDwDnL0,19,29,train
33323,breaking boards,EDN4iWh5jK4,0,10,train
33324,breaking boards,fb3R2zdrz3g,0,10,train
33325,breaking boards,whju3LFx5BE,35,45,train
33326,breaking boards,MB78oplq_wY,5,15,train
33327,breaking boards,sCMEK8lrj8s,4,14,train
33328,breaking boards,65qq-v-WEto,23,33,train
33329,breaking boards,m9hEKweuC6g,0,10,train
33330,breaking boards,caMtvaZdQ-g,5,15,train
33331,breaking boards,K1tgfb55kBQ,0,10,train
33332,breaking boards,1HQp1hwRSBk,0,10,train
33333,breaking boards,m84VDqOB1C0,0,10,train
33334,breaking boards,-DsfLulDKgA,10,20,train
33335,breaking boards,D74H6baVvaE,4,14,train
33336,breaking boards,p6gScylYurU,1,11,train
33337,breaking boards,HaTaFdi-Zuo,0,10,train
33338,breaking boards,TR9pgszsw1E,13,23,train
33339,breaking boards,M-9abo6Qs1o,11,21,train
33340,breaking boards,-JnwyIyGvyg,69,79,train
33341,breaking boards,rBet1_Ni-oA,4,14,train
33342,breaking boards,s4gUCKLuzkw,33,43,train
33343,breaking boards,cF23R2SJ5CU,14,24,train
33344,breaking boards,xDmQFt7ThkE,10,20,train
33345,breaking boards,GaVVHsC_Fgo,0,10,train
33346,breaking boards,E5nBEsbwYTY,0,10,train
33347,breaking boards,PcNP8OhH9_4,17,27,train
33348,breaking boards,tyTB8jdrYo0,9,19,train
33349,breaking boards,W2OjaY-2X80,35,45,train
33350,breaking boards,fI5Gxu6LW10,10,20,train
33351,breaking boards,6AxHwzZ7sgA,0,10,train
33352,breaking boards,0mE-KQ8E-rg,8,18,train
33355,breaking boards,u64PzIlD_9g,6,16,train
33357,breaking boards,r-cbNAIJqlw,0,10,train
33358,breaking boards,01JZ5HKSfo8,0,10,train
33359,breaking boards,i7gElGKOiys,11,21,train
33360,breaking boards,13_Rv_GY9wg,0,10,train
33361,breaking boards,YbQPAUKBDog,0,10,train
33362,breaking boards,gD8a8bU9b-Q,8,18,train
33363,breaking boards,iFv_BLNTxwA,44,54,train
33364,breaking boards,BagivduNEXw,10,20,train
33365,breaking boards,825JpsK7y9k,23,33,train
33366,breaking boards,3uVL-BcGCig,0,10,train
33367,breaking boards,U9xBSwMhBv0,0,10,train
33368,breaking boards,0hszNYBXAls,2,12,train
33369,breaking boards,biYUgf7Dzhg,0,10,train
33370,breaking boards,i64qvPd3AI4,12,22,train
33371,breaking boards,60dH5PdDCxQ,67,77,train
33373,breaking boards,taWoQNDPQQY,35,45,train
33374,breaking boards,h5euoFFn_qg,0,10,train
33375,breaking boards,282UP6k22z8,96,106,train
33376,breaking boards,_p3qlimkqEQ,37,47,train
33377,breaking boards,O2F3-Exx2Sk,63,73,train
33378,breaking boards,IrASoncT1-8,21,31,train
33379,breaking boards,7dhAVJp6j4w,4,14,train
33380,breaking boards,UbqV1ejP5Kk,5,15,train
33381,breaking boards,o2W7DtaOIAI,66,76,train
33382,breaking boards,u0P469yJ2Y4,10,20,train
33383,breaking boards,53icV7Iw0zk,6,16,train
33384,breaking boards,y-L9aiYkjnI,10,20,train
33385,breaking boards,yi2StdFOpE0,121,131,train
33386,breaking boards,REgF7N0Y_jA,30,40,train
33387,breaking boards,vGVU4amNHBU,12,22,train
33388,breaking boards,xgjeD6LR3bc,141,151,train
33389,breaking boards,nhJ6m37P2MU,1,11,train
33390,breaking boards,2566e8jG3-w,10,20,train
33391,breaking boards,ZAYH1zrnBMU,2,12,train
33392,breaking boards,1bSHrxGICgk,0,10,train
33393,breaking boards,FbbQKGaCYpw,5,15,train
33394,breaking boards,53xPw8anqLM,0,10,train
33395,breaking boards,ugoHpJpQWVs,3,13,train
33396,breaking boards,bh5j0gjioCE,0,10,train
33397,breaking boards,zAn79yTY_nw,0,10,train
33398,breaking boards,nawmXu-OW94,0,10,train
33399,breaking boards,y2pk7Rcu0Ww,5,15,train
33400,breaking boards,GEkgHZI0lJw,11,21,train
33401,breaking boards,9j43SzDlheE,0,10,train
33402,breaking boards,t1r3_ARiJHQ,37,47,train
33403,breaking boards,1PpF2og8N6s,2,12,train
33404,breaking boards,vdylzte7TEA,0,10,train
33405,breaking boards,C7mBX2_1ivs,38,48,train
33406,breaking boards,7gx3n33Bjfw,43,53,train
33407,breaking boards,fzQ27fQVRJM,39,49,train
33408,breaking boards,Q_OnbOmFyTg,4,14,train
33410,breaking boards,85tai5csNm0,13,23,train
33411,breaking boards,3scdxH5zVPQ,2,12,train
33412,breaking boards,t14k2wXDi_s,0,10,train
33413,breaking boards,1X7UKOFvfaQ,0,10,train
33414,breaking boards,X4YPKahfW6Y,5,15,train
33415,breaking boards,x-XpYaBq194,0,10,train
33416,breaking boards,9gt8lEaSQ5g,0,10,train
33417,breaking boards,t17Jvan2E9w,75,85,train
33418,breaking boards,eLto6jOQ6zY,0,10,train
33419,breaking boards,t2NKjDJ4C00,1,11,train
33420,breaking boards,YBCQYpAIGqc,0,10,train
33421,breaking boards,wtQ5yDhodt0,0,10,train
33422,breaking boards,-487uaKyxkk,2,12,train
33423,breaking boards,U10JGPPgYdA,0,10,train
33424,breaking boards,ZBlk8ITCqxA,12,22,train
33425,breaking boards,K0gLfEQ5pRo,4,14,train
33426,breaking boards,o2pDLdpEpWc,4,14,train
33428,breaking boards,_j87NXLluFM,25,35,train
33429,breaking boards,iBznN6ihK7o,7,17,train
33430,breaking boards,5LvSP4T3nng,3,13,train
33431,breaking boards,_8JoufE6-TM,0,10,train
33432,breaking boards,60epQdqYbgQ,0,10,train
33433,breaking boards,s3kEX8vRN0I,0,10,train
33434,breaking boards,n8diPaC5BD4,130,140,train
33435,breaking boards,AHY8w08S4us,0,10,train
33436,breaking boards,YD9YkcCSe08,0,10,train
33437,breaking boards,K1t-pOCmB5I,13,23,train
33438,breaking boards,orW0ru0XCyo,49,59,train
33439,breaking boards,Vei3bkMsHXY,3,13,train
33440,breaking boards,N3MEdBQfr1c,3,13,train
33441,breaking boards,MA2er90noIQ,3,13,train
33442,breaking boards,L-14-ZZl1Ws,0,10,train
33443,breaking boards,_8U42hgkZTQ,7,17,train
33444,breaking boards,-liSWyPKs7U,0,10,train
33445,breaking boards,q9La7-MwJkU,33,43,train
33446,breaking boards,WafL56RwwpA,0,10,train
33447,breaking boards,v1xYCMYaXsE,0,10,train
33448,breaking boards,6a9dnU7ix4Y,8,18,train
33449,breaking boards,FGNu5BMTlRU,0,10,train
33450,breaking boards,d5M02qh94HM,24,34,train
33451,breaking boards,P-ZBTtldxHY,11,21,train
33452,breaking boards,UeL99Z9HFLk,4,14,train
33453,breaking boards,sADeDFVuXAc,0,10,train
33454,breaking boards,R55XjCjAzJ4,0,10,train
33455,breaking boards,hhfNzsWv1k0,8,18,train
33456,breaking boards,Oya7TmJI9cI,150,160,train
33457,breaking boards,eLm_lzNfyuw,0,10,train
33458,breaking boards,GDr99U3ylSw,0,10,train
33459,breaking boards,VAhFbFNIZuo,0,10,train
33460,breaking boards,P-lCI8IDRPI,14,24,train
33461,breaking boards,q9k6dE7JgOU,9,19,train
33462,breaking boards,eDPjC7JjM7o,0,10,train
33464,breaking boards,Y4kqcbdCbV0,0,10,train
33465,breaking boards,a5YXXFCMRY8,0,10,train
33466,breaking boards,4j1qqfDkN7k,5,15,train
33467,breaking boards,65_JIkdtBpc,0,10,train
33468,breaking boards,D9LPkoCkeMw,1,11,train
33469,breaking boards,YiUW4XtvrNk,28,38,train
33470,breaking boards,euz2iy2Jvjk,1,11,train
33472,breaking boards,V3oIqu2N27U,15,25,train
33473,breaking boards,19yShOIhZUo,28,38,train
33474,breaking boards,i7e9UVYFmkc,16,26,train
33475,breaking boards,u7DOOujm7ls,44,54,train
33476,breaking boards,u88HIIpak3Q,0,10,train
33477,breaking boards,XBhVgx8KBJk,3,13,train
33478,breaking boards,B9Xeyt09MIE,9,19,train
33479,breaking boards,54XmzXowLK4,9,19,train
33480,breaking boards,-klaaKM4ErY,1,11,train
33481,breaking boards,ygrSEqXuV-I,38,48,train
33482,breaking boards,9LklyikcI28,4,14,train
33483,breaking boards,HFZY2bnwOxk,174,184,train
33484,breaking boards,BBHj1sBGkaI,62,72,train
33485,breaking boards,CdceBJ7yToU,46,56,train
33487,breaking boards,z27LKhmOd3M,13,23,train
33488,breaking boards,a8wfl-sI98E,15,25,train
33489,breaking boards,P2RpVk7dV74,90,100,train
33491,breaking boards,W6fMLqLP6og,19,29,train
33492,breaking boards,PfJ1FdcAmNQ,7,17,train
33493,breaking boards,tg4gs_6nu7U,6,16,train
33494,breaking boards,wgv94tR9xkM,0,10,train
33495,breaking boards,87OKMBZlxPQ,80,90,train
33496,breaking boards,YbQHCqMGZtM,0,10,train
33497,breaking boards,xc55UMO7pA0,90,100,train
33498,breaking boards,uElqciLW_dk,17,27,train
33499,breaking boards,G7NWhY3g_vw,0,10,train
33500,breaking boards,SHG8X8V89o8,0,10,train
33501,breaking boards,sANk1MwvFQ4,34,44,train
33502,breaking boards,IcpvI0urKWo,71,81,train
33503,breaking boards,6JdEtbo9CmM,1,11,train
33505,breaking boards,21xtE0S1vqg,0,10,train
33506,breaking boards,t5ovMOJNmMw,79,89,train
33507,breaking boards,_iE6kG1Seww,43,53,train
33508,breaking boards,BDilQzySfMA,14,24,train
33509,breaking boards,oD_omEktGk4,17,27,train
33510,breaking boards,u9V7FxIeOsA,10,20,train
33511,breaking boards,62aI1Ek7aBk,9,19,train
33512,breaking boards,u4JTUu-hRec,6,16,train
33513,breaking boards,a5TJfcupwAw,14,24,train
33514,breaking boards,09Al4KgqItU,0,10,train
33515,breaking boards,zMIYffLRxhE,112,122,train
33516,breaking boards,0nAJ-pIkXbE,0,10,train
33517,breaking boards,_vaICfgLYgs,8,18,train
33519,breaking boards,i8yA1sLFGAk,0,10,train
33521,breaking boards,O2MSsx1nRJY,1,11,train
33522,breaking boards,6XSJ9n9iQdg,146,156,train
33523,breaking boards,a0kpEHuZrAc,0,10,train
33524,breaking boards,8RpXJ2kEKfo,34,44,train
33525,breaking boards,L8kIia3xWDM,0,10,train
33526,breaking boards,SAsfBPoi-Is,10,20,train
33527,breaking boards,-owBI6Grefs,7,17,train
33528,breaking boards,CA46gP-7ies,16,26,train
33529,breaking boards,-G9RoMl6y8g,20,30,train
33530,breaking boards,VCsToWy83h8,0,10,train
33531,breaking boards,7utqbOtVRRY,0,10,train
33532,breaking boards,ebNaLMYBnjQ,16,26,train
33533,breaking boards,71MbtRqsNs4,27,37,train
33534,breaking boards,aa05hjsfOWY,18,28,train
33535,breaking boards,mbzdL9BFncE,2,12,train
33536,breaking boards,P2M4Vu2P-JA,0,10,train
33537,breaking boards,0dYoXlLHG9M,12,22,train
33540,breaking boards,q6ovT5TvZ5s,0,10,train
33541,breaking boards,D9oiooTGK2g,3,13,train
33542,breaking boards,9FzvEfKqC2c,30,40,train
33543,breaking boards,W6ancXp5xaA,8,18,train
33544,breaking boards,6LO2fdO69Cg,54,64,train
33545,breaking boards,rQPcEc0Zw3g,11,21,train
33546,breaking boards,2yLGPr0ZP8w,2,12,train
33547,breaking boards,gbd_JFDBtK8,19,29,train
33548,breaking boards,XbDLIEVXqUo,4,14,train
33550,breaking boards,rCDTnCXXmh8,54,64,train
33551,breaking boards,YAtG7nM6yFQ,64,74,train
33552,breaking boards,q2qGxHw_Xlw,0,10,train
33553,breaking boards,w6eEh2pM7K0,0,10,train
33554,breaking boards,IHtLGFzAIRU,0,10,train
33555,breaking boards,fhBFVEtssh8,0,10,train
33556,breaking boards,_gfr4oy-IWE,0,10,train
33557,breaking boards,2Fm_FJxwHoE,3,13,train
33558,breaking boards,rbrtvw9wIRc,12,22,train
33559,breaking boards,GC5xj-SkeVo,0,10,train
33560,breaking boards,lD-EoKlsGJE,11,21,train
33561,breaking boards,dak-_6e7g7A,5,15,train
33562,breaking boards,V0Rn3zp5cjk,26,36,train
33563,breaking boards,igwy-OD7Dcg,60,70,train
33564,breaking boards,m3Iych6ffZQ,2,12,train
33565,breaking boards,hEyEbEc-_mQ,24,34,train
33566,breaking boards,hw5lgEo88B8,16,26,train
33567,breaking boards,5QnKOCdo5HU,0,10,train
33568,breaking boards,QbKf0OgMR90,15,25,train
33569,breaking boards,2FSKV5323Os,0,10,train
33570,breaking boards,Xe_Pny36hIQ,0,10,train
33571,breaking boards,7SpccgPK5a0,9,19,train
33572,breaking boards,tPl2WcCvGT8,2,12,train
33573,breaking boards,jEOyhkpp_ZM,0,10,train
33574,breaking boards,kVxg1YQsdl8,2,12,train
33575,breaking boards,-7WEuQfa25c,4,14,train
33576,breaking boards,5j1VKzwujJI,23,33,train
33577,breaking boards,uFAKStljKEE,70,80,train
33578,breaking boards,Wg8ZAOhnYfM,0,10,train
35085,brushing hair,iEHBz7fdHBs,18,28,train
35086,brushing hair,GIYt-loUzGM,3,13,train
35087,brushing hair,dRqfJ_U-VHg,44,54,train
35088,brushing hair,c14wpN26Wko,1,11,train
35089,brushing hair,pIymPHkwQrY,9,19,train
35090,brushing hair,-KllW3tO0xw,0,10,train
35091,brushing hair,GRm6pqSJycw,452,462,train
35092,brushing hair,5p1fPvsVDi8,2,12,train
35093,brushing hair,56MIe-TYuNM,6,16,train
35094,brushing hair,BiH-2ZV7Pa4,0,10,train
35095,brushing hair,Lp4TuqpdzsE,3,13,train
35096,brushing hair,CZ0YG4VTKaU,31,41,train
35097,brushing hair,vaGwEB1VlzE,44,54,train
35098,brushing hair,5VWP-AGaNn8,4,14,train
35099,brushing hair,TxhzJLVNvBU,2,12,train
35100,brushing hair,2ROiSjAuo-A,1,11,train
35102,brushing hair,ruMlJzXHVHo,116,126,train
35103,brushing hair,zcCKLvJRlsk,52,62,train
35104,brushing hair,5xMUTHL3-g4,278,288,train
35105,brushing hair,f-g4P1Ykj5E,59,69,train
35106,brushing hair,JfajlkMAG2M,172,182,train
35107,brushing hair,axkjZnYw32o,96,106,train
35108,brushing hair,J_tf6bvs0a0,140,150,train
35111,brushing hair,1iv6ym9XsAc,32,42,train
35112,brushing hair,ZHidlkx5uMM,38,48,train
35113,brushing hair,_GBnuUZWvD0,2,12,train
35114,brushing hair,296R2baZOdY,343,353,train
35115,brushing hair,Fvp0kJxPFnU,27,37,train
35117,brushing hair,q8dLQCRmvew,29,39,train
35119,brushing hair,ju7ehomyU6M,7,17,train
35120,brushing hair,8rrtHdDh7Tc,124,134,train
35121,brushing hair,jdAq65yxWZg,4,14,train
35122,brushing hair,GGW9NubHz1o,3,13,train
35123,brushing hair,hE2Bxw-XSAY,125,135,train
35125,brushing hair,Z-vxiN6hJSI,8,18,train
35126,brushing hair,UPuYLEN8znM,140,150,train
35127,brushing hair,8aOTGQBxPF0,162,172,train
35128,brushing hair,CLc_gV9NcME,28,38,train
35129,brushing hair,GrRxS4BNYGw,47,57,train
35130,brushing hair,dIrItM6inDE,13,23,train
35131,brushing hair,qFHF0lXu-q4,12,22,train
35132,brushing hair,7ak5WY7SkRI,4,14,train
35133,brushing hair,q7JyhWw8eUQ,263,273,train
35134,brushing hair,LhsJyYhkJAA,3,13,train
